Gene,Sample_Name,Treatment,Biological_Replica,Technical_Replica,Plate,Target_Type,Target_Name,Ct,Obs,qPCR_Date
CG11313,waspoil_2,Wasp_Extract,2,1,3,Experimental,CG11313,25.13096809,,2019_07_29
CG11313,waspoil_3,Wasp_Extract,3,1,3,Experimental,CG11313,25.71025848,,2019_07_29
CG11313,waspoil_4,Wasp_Extract,4,1,3,Experimental,CG11313,25.73333549,,2019_07_29
CG34436,control_1,Control,1,1,3,Experimental,CG34436,27.5849247,,2019_07_29
CG34436,control_2,Control,2,1,3,Experimental,CG34436,27.98236465,,2019_07_29
CG34436,control_3,Control,3,1,3,Experimental,CG34436,28.13724327,,2019_07_29
CG34436,control_4,Control,4,1,3,Experimental,CG34436,28.28561211,,2019_07_29
CG34436,oil_1,Oil,1,1,3,Experimental,CG34436,28.03248787,,2019_07_29
CG34436,oil_2,Oil,2,1,3,Experimental,CG34436,29.99481583,,2019_07_29
CG34436,oil_3,Oil,3,1,3,Experimental,CG34436,29.42284775,,2019_07_29
CG34436,oil_4,Oil,4,1,3,Experimental,CG34436,28.43127441,,2019_07_29
CG34436,waspoil_1,Wasp_Extract,1,1,3,Experimental,CG34436,27.90579033,,2019_07_29
CG34436,waspoil_2,Wasp_Extract,2,1,3,Experimental,CG34436,26.50396347,,2019_07_29
CG34436,waspoil_3,Wasp_Extract,3,1,3,Experimental,CG34436,26.73939133,,2019_07_29
CG34436,waspoil_4,Wasp_Extract,4,1,3,Experimental,CG34436,26.4269104,,2019_07_29
CG10764,control_1,Control,1,2,3,Experimental,CG10764,31.23318291,,2019_07_29
CG10764,control_2,Control,2,2,3,Experimental,CG10764,30.94031715,,2019_07_29
CG10764,control_3,Control,3,2,3,Experimental,CG10764,30.18824577,,2019_07_29
CG10764,control_4,Control,4,2,3,Experimental,CG10764,33.41072464,,2019_07_29
CG10764,oil_1,Oil,1,2,3,Experimental,CG10764,33.23646927,,2019_07_29
CG10764,oil_2,Oil,2,2,3,Experimental,CG10764,34.7995224,,2019_07_29
CG10764,oil_3,Oil,3,2,3,Experimental,CG10764,33.8578186,,2019_07_29
CG10764,oil_4,Oil,4,2,3,Experimental,CG10764,29.68368912,,2019_07_29
CG10764,waspoil_1,Wasp_Extract,1,2,3,Experimental,CG10764,28.49783516,,2019_07_29
CG10764,waspoil_2,Wasp_Extract,2,2,3,Experimental,CG10764,27.20225143,,2019_07_29
CG10764,waspoil_3,Wasp_Extract,3,2,3,Experimental,CG10764,28.68712425,,2019_07_29
CG10764,waspoil_4,Wasp_Extract,4,2,3,Experimental,CG10764,27.45851898,,2019_07_29
CG43124,control_1,Control,1,2,3,Experimental,CG43124,26.06570625,,2019_07_29
CG43124,control_2,Control,2,2,3,Experimental,CG43124,26.50913811,,2019_07_29
CG43124,control_3,Control,3,2,3,Experimental,CG43124,26.85740089,,2019_07_29
CG43124,control_4,Control,4,2,3,Experimental,CG43124,26.97685432,,2019_07_29
CG43124,oil_1,Oil,1,2,3,Experimental,CG43124,27.89302444,,2019_07_29
CG43124,oil_2,Oil,2,2,3,Experimental,CG43124,27.21737099,,2019_07_29
CG43124,oil_3,Oil,3,2,3,Experimental,CG43124,27.72093201,,2019_07_29
CG43124,oil_4,Oil,4,2,3,Experimental,CG43124,27.50599098,,2019_07_29
CG43124,waspoil_1,Wasp_Extract,1,2,3,Experimental,CG43124,26.92573929,,2019_07_29
CG43124,waspoil_2,Wasp_Extract,2,2,3,Experimental,CG43124,25.09580803,,2019_07_29
CG43124,waspoil_3,Wasp_Extract,3,2,3,Experimental,CG43124,26.33766174,,2019_07_29
CG43124,waspoil_4,Wasp_Extract,4,2,3,Experimental,CG43124,26.2951088,,2019_07_29
CG11313,control_1,Control,1,2,3,Experimental,CG11313,27.35940742,,2019_07_29
CG11313,control_2,Control,2,2,3,Experimental,CG11313,28.36903381,,2019_07_29
CG11313,control_3,Control,3,2,3,Experimental,CG11313,26.22247696,,2019_07_29
CG11313,control_4,Control,4,2,3,Experimental,CG11313,27.34166527,,2019_07_29
CG11313,oil_1,Oil,1,2,3,Experimental,CG11313,27.38023567,,2019_07_29
CG11313,oil_2,Oil,2,2,3,Experimental,CG11313,27.43249893,,2019_07_29
CG11313,oil_3,Oil,3,2,3,Experimental,CG11313,27.81869698,,2019_07_29
CG11313,oil_4,Oil,4,2,3,Experimental,CG11313,26.93133545,,2019_07_29
CG11313,waspoil_1,Wasp_Extract,1,2,3,Experimental,CG11313,25.69382668,,2019_07_29
CG11313,waspoil_2,Wasp_Extract,2,2,3,Experimental,CG11313,25.0989666,,2019_07_29
CG11313,waspoil_3,Wasp_Extract,3,2,3,Experimental,CG11313,25.55400467,,2019_07_29
CG11313,waspoil_4,Wasp_Extract,4,2,3,Experimental,CG11313,25.54918861,,2019_07_29
CG34436,control_1,Control,1,2,3,Experimental,CG34436,27.5941124,,2019_07_29
CG34436,control_2,Control,2,2,3,Experimental,CG34436,27.92664719,,2019_07_29
CG34436,control_3,Control,3,2,3,Experimental,CG34436,28.26100922,,2019_07_29
CG34436,control_4,Control,4,2,3,Experimental,CG34436,28.32990265,,2019_07_29
CG34436,oil_1,Oil,1,2,3,Experimental,CG34436,27.97050285,,2019_07_29
CG34436,oil_2,Oil,2,2,3,Experimental,CG34436,29.88943672,,2019_07_29
CG34436,oil_3,Oil,3,2,3,Experimental,CG34436,29.25003815,,2019_07_29
CG34436,oil_4,Oil,4,2,3,Experimental,CG34436,28.37974358,,2019_07_29
CG34436,waspoil_1,Wasp_Extract,1,2,3,Experimental,CG34436,28.09659004,,2019_07_29
CG34436,waspoil_2,Wasp_Extract,2,2,3,Experimental,CG34436,26.39693451,,2019_07_29
CG34436,waspoil_3,Wasp_Extract,3,2,3,Experimental,CG34436,26.86158371,,2019_07_29
CG34436,waspoil_4,Wasp_Extract,4,2,3,Experimental,CG34436,26.49025345,,2019_07_29
CG10764,control_1,Control,1,1,3,Control,Rpl,20.59089279,,2019_07_29
CG10764,control_2,Control,2,1,3,Control,Rpl,20.70097923,,2019_07_29
CG10764,control_3,Control,3,1,3,Control,Rpl,20.95761871,,2019_07_29
CG10764,control_4,Control,4,1,3,Control,Rpl,20.23299408,,2019_07_29
CG10764,oil_1,Oil,1,1,3,Control,Rpl,21.23432732,,2019_07_29
CG10764,oil_2,Oil,2,1,3,Control,Rpl,21.12591934,,2019_07_29
CG10764,oil_3,Oil,3,1,3,Control,Rpl,21.1047287,,2019_07_29
CG10764,oil_4,Oil,4,1,3,Control,Rpl,20.97932243,,2019_07_29
CG10764,waspoil_1,Wasp_Extract,1,1,3,Control,Rpl,21.08394241,,2019_07_29
CG10764,waspoil_2,Wasp_Extract,2,1,3,Control,Rpl,20.59468269,,2019_07_29
CG10764,waspoil_3,Wasp_Extract,3,1,3,Control,Rpl,20.57586479,,2019_07_29
CG10764,waspoil_4,Wasp_Extract,4,1,3,Control,Rpl,20.75489044,,2019_07_29
CG43124,control_1,Control,1,1,3,Control,Rpl,20.59089279,,2019_07_29
CG43124,control_2,Control,2,1,3,Control,Rpl,20.70097923,,2019_07_29
CG43124,control_3,Control,3,1,3,Control,Rpl,20.95761871,,2019_07_29
CG43124,control_4,Control,4,1,3,Control,Rpl,20.23299408,,2019_07_29
CG43124,oil_1,Oil,1,1,3,Control,Rpl,21.23432732,,2019_07_29
CG43124,oil_2,Oil,2,1,3,Control,Rpl,21.12591934,,2019_07_29
CG43124,oil_3,Oil,3,1,3,Control,Rpl,21.1047287,,2019_07_29
CG43124,oil_4,Oil,4,1,3,Control,Rpl,20.97932243,,2019_07_29
CG43124,waspoil_1,Wasp_Extract,1,1,3,Control,Rpl,21.08394241,,2019_07_29
CG43124,waspoil_2,Wasp_Extract,2,1,3,Control,Rpl,20.59468269,,2019_07_29
CG43124,waspoil_3,Wasp_Extract,3,1,3,Control,Rpl,20.57586479,,2019_07_29
CG43124,waspoil_4,Wasp_Extract,4,1,3,Control,Rpl,20.75489044,,2019_07_29
CG11313,control_1,Control,1,1,3,Control,Rpl,20.59089279,,2019_07_29
CG11313,control_2,Control,2,1,3,Control,Rpl,20.70097923,,2019_07_29
CG11313,control_3,Control,3,1,3,Control,Rpl,20.95761871,,2019_07_29
CG11313,control_4,Control,4,1,3,Control,Rpl,20.23299408,,2019_07_29
CG11313,oil_1,Oil,1,1,3,Control,Rpl,21.23432732,,2019_07_29
CG11313,oil_2,Oil,2,1,3,Control,Rpl,21.12591934,,2019_07_29
CG11313,oil_3,Oil,3,1,3,Control,Rpl,21.1047287,,2019_07_29
CG11313,oil_4,Oil,4,1,3,Control,Rpl,20.97932243,,2019_07_29
CG11313,waspoil_1,Wasp_Extract,1,1,3,Control,Rpl,21.08394241,,2019_07_29
CG11313,waspoil_2,Wasp_Extract,2,1,3,Control,Rpl,20.59468269,,2019_07_29
CG11313,waspoil_3,Wasp_Extract,3,1,3,Control,Rpl,20.57586479,,2019_07_29
CG11313,waspoil_4,Wasp_Extract,4,1,3,Control,Rpl,20.75489044,,2019_07_29
CG34436,control_1,Control,1,1,3,Control,Rpl,20.59089279,,2019_07_29
CG34436,control_2,Control,2,1,3,Control,Rpl,20.70097923,,2019_07_29
CG34436,control_3,Control,3,1,3,Control,Rpl,20.95761871,,2019_07_29
CG34436,control_4,Control,4,1,3,Control,Rpl,20.23299408,,2019_07_29
CG34436,oil_1,Oil,1,1,3,Control,Rpl,21.23432732,,2019_07_29
CG34436,oil_2,Oil,2,1,3,Control,Rpl,21.12591934,,2019_07_29
CG34436,oil_3,Oil,3,1,3,Control,Rpl,21.1047287,,2019_07_29
CG34436,oil_4,Oil,4,1,3,Control,Rpl,20.97932243,,2019_07_29
CG34436,waspoil_1,Wasp_Extract,1,1,3,Control,Rpl,21.08394241,,2019_07_29
CG34436,waspoil_2,Wasp_Extract,2,1,3,Control,Rpl,20.59468269,,2019_07_29
CG34436,waspoil_3,Wasp_Extract,3,1,3,Control,Rpl,20.57586479,,2019_07_29
CG34436,waspoil_4,Wasp_Extract,4,1,3,Control,Rpl,20.75489044,,2019_07_29
CG10764,control_1,Control,1,2,3,Control,Rpl,20.41846085,,2019_07_29
CG10764,control_2,Control,2,2,3,Control,Rpl,20.63648796,,2019_07_29
CG10764,control_3,Control,3,2,3,Control,Rpl,20.9559021,,2019_07_29
CG10764,control_4,Control,4,2,3,Control,Rpl,20.10507011,,2019_07_29
CG10764,oil_1,Oil,1,2,3,Control,Rpl,20.78053093,,2019_07_29
CG10764,oil_2,Oil,2,2,3,Control,Rpl,21.18034363,,2019_07_29
CG10764,oil_3,Oil,3,2,3,Control,Rpl,21.22415352,,2019_07_29
CG10764,oil_4,Oil,4,2,3,Control,Rpl,20.78367615,,2019_07_29
CG10764,waspoil_1,Wasp_Extract,1,2,3,Control,Rpl,20.89031029,,2019_07_29
CG10764,waspoil_2,Wasp_Extract,2,2,3,Control,Rpl,20.40974236,,2019_07_29
CG10764,waspoil_3,Wasp_Extract,3,2,3,Control,Rpl,20.40125275,,2019_07_29
CG10764,waspoil_4,Wasp_Extract,4,2,3,Control,Rpl,20.50485992,,2019_07_29
CG43124,control_1,Control,1,2,3,Control,Rpl,20.41846085,,2019_07_29
CG43124,control_2,Control,2,2,3,Control,Rpl,20.63648796,,2019_07_29
CG43124,control_3,Control,3,2,3,Control,Rpl,20.9559021,,2019_07_29
CG43124,control_4,Control,4,2,3,Control,Rpl,20.10507011,,2019_07_29
CG43124,oil_1,Oil,1,2,3,Control,Rpl,20.78053093,,2019_07_29
CG43124,oil_2,Oil,2,2,3,Control,Rpl,21.18034363,,2019_07_29
CG43124,oil_3,Oil,3,2,3,Control,Rpl,21.22415352,,2019_07_29
CG43124,oil_4,Oil,4,2,3,Control,Rpl,20.78367615,,2019_07_29
CG43124,waspoil_1,Wasp_Extract,1,2,3,Control,Rpl,20.89031029,,2019_07_29
CG43124,waspoil_2,Wasp_Extract,2,2,3,Control,Rpl,20.40974236,,2019_07_29
CG43124,waspoil_3,Wasp_Extract,3,2,3,Control,Rpl,20.40125275,,2019_07_29
CG43124,waspoil_4,Wasp_Extract,4,2,3,Control,Rpl,20.50485992,,2019_07_29
CG11313,control_1,Control,1,2,3,Control,Rpl,20.41846085,,2019_07_29
CG11313,control_2,Control,2,2,3,Control,Rpl,20.63648796,,2019_07_29
CG11313,control_3,Control,3,2,3,Control,Rpl,20.9559021,,2019_07_29
CG11313,control_4,Control,4,2,3,Control,Rpl,20.10507011,,2019_07_29
CG11313,oil_1,Oil,1,2,3,Control,Rpl,20.78053093,,2019_07_29
CG11313,oil_2,Oil,2,2,3,Control,Rpl,21.18034363,,2019_07_29
CG11313,oil_3,Oil,3,2,3,Control,Rpl,21.22415352,,2019_07_29
CG11313,oil_4,Oil,4,2,3,Control,Rpl,20.78367615,,2019_07_29
CG11313,waspoil_1,Wasp_Extract,1,2,3,Control,Rpl,20.89031029,,2019_07_29
CG11313,waspoil_2,Wasp_Extract,2,2,3,Control,Rpl,20.40974236,,2019_07_29
CG11313,waspoil_3,Wasp_Extract,3,2,3,Control,Rpl,20.40125275,,2019_07_29
CG11313,waspoil_4,Wasp_Extract,4,2,3,Control,Rpl,20.50485992,,2019_07_29
CG34436,control_1,Control,1,2,3,Control,Rpl,20.41846085,,2019_07_29
CG34436,control_2,Control,2,2,3,Control,Rpl,20.63648796,,2019_07_29
CG34436,control_3,Control,3,2,3,Control,Rpl,20.9559021,,2019_07_29
CG34436,control_4,Control,4,2,3,Control,Rpl,20.10507011,,2019_07_29
CG34436,oil_1,Oil,1,2,3,Control,Rpl,20.78053093,,2019_07_29
CG34436,oil_2,Oil,2,2,3,Control,Rpl,21.18034363,,2019_07_29
CG34436,oil_3,Oil,3,2,3,Control,Rpl,21.22415352,,2019_07_29
CG34436,oil_4,Oil,4,2,3,Control,Rpl,20.78367615,,2019_07_29
CG34436,waspoil_1,Wasp_Extract,1,2,3,Control,Rpl,20.89031029,,2019_07_29
CG34436,waspoil_2,Wasp_Extract,2,2,3,Control,Rpl,20.40974236,,2019_07_29
CG34436,waspoil_3,Wasp_Extract,3,2,3,Control,Rpl,20.40125275,,2019_07_29
CG34436,waspoil_4,Wasp_Extract,4,2,3,Control,Rpl,20.50485992,,2019_07_29
CG30002,control_1,Control,1,1,4,Experimental,CG30002,33.15642548,,2019_07_30
CG30002,control_2,Control,2,1,4,Experimental,CG30002,34.08349609,,2019_07_30
CG30002,control_3,Control,3,1,4,Experimental,CG30002,29.39100838,,2019_07_30
CG30002,control_4,Control,4,1,4,Experimental,CG30002,40,Undetermined,2019_07_30
CG30002,oil_1,Oil,1,1,4,Experimental,CG30002,33.07844543,,2019_07_30
CG30002,oil_2,Oil,2,1,4,Experimental,CG30002,31.81188774,,2019_07_30
CG30002,oil_3,Oil,3,1,4,Experimental,CG30002,34.82575607,,2019_07_30
CG30002,oil_4,Oil,4,1,4,Experimental,CG30002,33.13911819,,2019_07_30
CG30002,waspoil_1,Wasp_Extract,1,1,4,Experimental,CG30002,28.92276955,,2019_07_30
CG30002,waspoil_2,Wasp_Extract,2,1,4,Experimental,CG30002,28.31051445,,2019_07_30
CG30002,waspoil_3,Wasp_Extract,3,1,4,Experimental,CG30002,29.00909233,,2019_07_30
CG30002,waspoil_4,Wasp_Extract,4,1,4,Experimental,CG30002,29.05279732,,2019_07_30
CG30002,control_1,Control,1,2,4,Experimental,CG30002,33.51857758,,2019_07_30
CG30002,control_2,Control,2,2,4,Experimental,CG30002,34.85771179,,2019_07_30
CG30002,control_3,Control,3,2,4,Experimental,CG30002,29.37660789,,2019_07_30
CG30002,control_4,Control,4,2,4,Experimental,CG30002,34.85129547,,2019_07_30
CG30002,oil_1,Oil,1,2,4,Experimental,CG30002,33.27508545,,2019_07_30
CG30002,oil_2,Oil,2,2,4,Experimental,CG30002,32.94510269,,2019_07_30
CG30002,oil_3,Oil,3,2,4,Experimental,CG30002,35.2388649,,2019_07_30
CG30002,oil_4,Oil,4,2,4,Experimental,CG30002,32.69452286,,2019_07_30
CG30002,waspoil_1,Wasp_Extract,1,2,4,Experimental,CG30002,29.35912323,,2019_07_30
CG30002,waspoil_2,Wasp_Extract,2,2,4,Experimental,CG30002,28.38159561,,2019_07_30
CG30002,waspoil_3,Wasp_Extract,3,2,4,Experimental,CG30002,28.93949699,,2019_07_30
CG30002,waspoil_4,Wasp_Extract,4,2,4,Experimental,CG30002,29.10480118,,2019_07_30
CG30002,control_1,Control,1,1,4,Control,Rpl,20.00071144,,2019_07_30
CG30002,control_2,Control,2,1,4,Control,Rpl,19.94774818,,2019_07_30
CG30002,control_3,Control,3,1,4,Control,Rpl,20.69581413,,2019_07_30
CG30002,control_4,Control,4,1,4,Control,Rpl,19.93334198,,2019_07_30
CG30002,oil_1,Oil,1,1,4,Control,Rpl,20.96531677,,2019_07_30
CG30002,oil_2,Oil,2,1,4,Control,Rpl,20.75997543,,2019_07_30
CG30002,oil_3,Oil,3,1,4,Control,Rpl,20.89467049,,2019_07_30
CG30002,oil_4,Oil,4,1,4,Control,Rpl,20.5833149,,2019_07_30
CG30002,waspoil_1,Wasp_Extract,1,1,4,Control,Rpl,20.94578362,,2019_07_30
CG30002,waspoil_2,Wasp_Extract,2,1,4,Control,Rpl,20.05727577,,2019_07_30
CG30002,waspoil_3,Wasp_Extract,3,1,4,Control,Rpl,20.19684601,,2019_07_30
CG30002,waspoil_4,Wasp_Extract,4,1,4,Control,Rpl,20.40401459,,2019_07_30
CG30002,control_1,Control,1,2,4,Control,Rpl,19.97848511,,2019_07_30
CG30002,control_2,Control,2,2,4,Control,Rpl,19.96486092,,2019_07_30
CG30002,control_3,Control,3,2,4,Control,Rpl,20.70949173,,2019_07_30
CG30002,control_4,Control,4,2,4,Control,Rpl,19.94925308,,2019_07_30
CG30002,oil_1,Oil,1,2,4,Control,Rpl,20.95078468,,2019_07_30
CG30002,oil_2,Oil,2,2,4,Control,Rpl,20.78782272,,2019_07_30
CG30002,oil_3,Oil,3,2,4,Control,Rpl,20.88858223,,2019_07_30
CG30002,oil_4,Oil,4,2,4,Control,Rpl,20.60955048,,2019_07_30
CG30002,waspoil_1,Wasp_Extract,1,2,4,Control,Rpl,20.96907616,,2019_07_30
CG30002,waspoil_2,Wasp_Extract,2,2,4,Control,Rpl,20.07626724,,2019_07_30
CG30002,waspoil_3,Wasp_Extract,3,2,4,Control,Rpl,20.16019249,,2019_07_30
CG30002,waspoil_4,Wasp_Extract,4,2,4,Control,Rpl,20.52284241,,2019_07_30